persona_id,journey_index,step_id,phase,action,dwell_seconds,signals,detected_events,intervention,intervention_accepted
franz,459,s3_personal_data,Inputs,submit,6.69,dwell,none,none,
franz,459,s4_initial_price,Product,select_optimal,28.34,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,459,s5_add_ons,Product,continue,3.6,dwell,none,none,
franz,459,s6_health_questions,Inputs,continue,9.09,dwell,none,none,
franz,459,s7_final_price,Recommendation,confirm,13.87,dwell|price_hover,price_gap_shock,price_gap_transparency,1
franz,459,s8_confirm,Closing,confirm,7.44,dwell,none,none,
franz,460,s1_coverage_scope,Inputs,at_doctor,8.41,dwell,none,none,
franz,460,s2_for_whom,Inputs,myself,13.5,dwell,none,none,
franz,460,s3_personal_data,Inputs,submit,6.08,dwell,none,none,
franz,460,s4_initial_price,Product,abandon,23.76,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,461,s1_coverage_scope,Inputs,at_doctor,4.51,dwell,none,none,
franz,461,s2_for_whom,Inputs,myself,4.62,dwell,none,none,
franz,461,s3_personal_data,Inputs,submit,14.34,dwell,none,none,
franz,461,s4_initial_price,Product,select_optimal,25.73,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,461,s5_add_ons,Product,continue,19.34,dwell,none,none,
franz,461,s6_health_questions,Inputs,continue,9.93,dwell,none,none,
franz,461,s7_final_price,Recommendation,abandon,23.99,dwell|price_hover|cancel_hover|inactivity,cancel_intent,price_gap_transparency,1
franz,462,s1_coverage_scope,Inputs,at_doctor,12.4,dwell,none,none,
franz,462,s2_for_whom,Inputs,myself,7.92,dwell,none,none,
franz,462,s3_personal_data,Inputs,submit,11.31,dwell,none,none,
franz,462,s4_initial_price,Product,abandon,30.67,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,463,s1_coverage_scope,Inputs,at_doctor,8.63,dwell,none,none,
franz,463,s2_for_whom,Inputs,myself,9.5,dwell,none,none,
franz,463,s3_personal_data,Inputs,submit,5.62,dwell,none,none,
franz,463,s4_initial_price,Product,select_optimal,11.21,dwell|price_hover,none,none,
franz,463,s5_add_ons,Product,continue,6.55,dwell,none,none,
franz,463,s6_health_questions,Inputs,continue,9.83,dwell,none,none,
franz,463,s7_final_price,Recommendation,confirm,15.55,dwell|price_hover,price_gap_shock,price_gap_transparency,1
franz,463,s8_confirm,Closing,confirm,6.41,dwell,none,none,
franz,464,s1_coverage_scope,Inputs,at_doctor,7.16,dwell,none,none,
franz,464,s2_for_whom,Inputs,myself,4.93,dwell,none,none,
franz,464,s3_personal_data,Inputs,submit,8.71,dwell,none,none,
franz,464,s4_initial_price,Product,abandon,25.41,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,0
franz,465,s1_coverage_scope,Inputs,at_doctor,15.73,dwell,none,none,
franz,465,s2_for_whom,Inputs,myself,8.31,dwell,none,none,
franz,465,s3_personal_data,Inputs,submit,6.89,dwell,none,none,
franz,465,s4_initial_price,Product,select_optimal,13.8,dwell|price_hover,none,none,
franz,465,s5_add_ons,Product,continue,17.8,dwell,none,none,
franz,465,s6_health_questions,Inputs,continue,12.8,dwell,none,none,
franz,465,s7_final_price,Recommendation,abandon,31.24,dwell|price_hover|cancel_hover|inactivity,cancel_intent|price_gap_shock,price_gap_transparency,1
franz,466,s1_coverage_scope,Inputs,at_doctor,10.7,dwell,none,none,
franz,466,s2_for_whom,Inputs,myself,6.25,dwell,none,none,
franz,466,s3_personal_data,Inputs,submit,8.2,dwell,none,none,
franz,466,s4_initial_price,Product,select_optimal,24.12,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,466,s5_add_ons,Product,continue,15.72,dwell,none,none,
franz,466,s6_health_questions,Inputs,continue,5.86,dwell,none,none,
franz,466,s7_final_price,Recommendation,confirm,20.61,dwell|price_hover|cancel_hover|inactivity,cancel_intent|price_gap_shock,price_gap_transparency,1
franz,466,s8_confirm,Closing,confirm,8.75,dwell,none,none,
franz,467,s1_coverage_scope,Inputs,at_doctor,3.49,dwell,none,none,
franz,467,s2_for_whom,Inputs,myself,10.56,dwell,none,none,
franz,467,s3_personal_data,Inputs,submit,14.15,dwell,none,none,
franz,467,s4_initial_price,Product,select_optimal,12.85,dwell|price_hover,none,none,
franz,467,s5_add_ons,Product,abandon,6.31,dwell,none,none,
franz,468,s1_coverage_scope,Inputs,at_doctor,11.21,dwell,none,none,
franz,468,s2_for_whom,Inputs,myself,9.11,dwell,none,none,
franz,468,s3_personal_data,Inputs,submit,5.5,dwell,none,none,
franz,468,s4_initial_price,Product,abandon,29.17,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,469,s1_coverage_scope,Inputs,at_doctor,5.98,dwell,none,none,
franz,469,s2_for_whom,Inputs,myself,9.15,dwell,none,none,
franz,469,s3_personal_data,Inputs,submit,9.26,dwell,none,none,
franz,469,s4_initial_price,Product,abandon,34.61,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,470,s1_coverage_scope,Inputs,at_doctor,3.78,dwell,none,none,
franz,470,s2_for_whom,Inputs,myself,11.92,dwell,none,none,
franz,470,s3_personal_data,Inputs,submit,5.83,dwell,none,none,
franz,470,s4_initial_price,Product,select_optimal,19.7,dwell|price_hover,none,none,
franz,470,s5_add_ons,Product,continue,14.51,dwell,none,none,
franz,470,s6_health_questions,Inputs,continue,7.6,dwell,none,none,
franz,470,s7_final_price,Recommendation,confirm,17.55,dwell|price_hover,price_gap_shock,price_gap_transparency,1
franz,470,s8_confirm,Closing,confirm,9.4,dwell,none,none,
franz,471,s1_coverage_scope,Inputs,at_doctor,11.26,dwell,none,none,
franz,471,s2_for_whom,Inputs,myself,8.18,dwell,none,none,
franz,471,s3_personal_data,Inputs,submit,3.3,dwell,none,none,
franz,471,s4_initial_price,Product,select_optimal,30.76,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,471,s5_add_ons,Product,continue,3.6,dwell,none,none,
franz,471,s6_health_questions,Inputs,continue,9.7,dwell,none,none,
franz,471,s7_final_price,Recommendation,confirm,20.16,dwell|price_hover,price_gap_shock,price_gap_transparency,1
franz,471,s8_confirm,Closing,confirm,6.5,dwell,none,none,
franz,472,s1_coverage_scope,Inputs,at_doctor,8.86,dwell,none,none,
franz,472,s2_for_whom,Inputs,myself,6.9,dwell,none,none,
franz,472,s3_personal_data,Inputs,submit,10.76,dwell,none,none,
franz,472,s4_initial_price,Product,select_optimal,10.74,dwell|price_hover,none,none,
franz,472,s5_add_ons,Product,continue,7.05,dwell,none,none,
franz,472,s6_health_questions,Inputs,continue,5.88,dwell,none,none,
franz,472,s7_final_price,Recommendation,confirm,10.94,dwell|price_hover,price_gap_shock,price_gap_transparency,1
franz,472,s8_confirm,Closing,confirm,13.44,dwell,none,none,
franz,473,s1_coverage_scope,Inputs,at_doctor,4.88,dwell,none,none,
franz,473,s2_for_whom,Inputs,myself,6.51,dwell,none,none,
franz,473,s3_personal_data,Inputs,submit,11.06,dwell,none,none,
franz,473,s4_initial_price,Product,select_optimal,7.86,dwell|price_hover|tariff_click_oos|back_nav,oos_tariff|back_nav,tariff_route_explainer,1
franz,473,s5_add_ons,Product,abandon,7.81,dwell,none,none,
franz,474,s1_coverage_scope,Inputs,at_doctor,6.15,dwell,none,none,
franz,474,s2_for_whom,Inputs,myself,10.14,dwell,none,none,
franz,474,s3_personal_data,Inputs,submit,9.11,dwell,none,none,
franz,474,s4_initial_price,Product,select_optimal,13.6,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,474,s5_add_ons,Product,continue,12.8,dwell,none,none,
franz,474,s6_health_questions,Inputs,continue,6.99,dwell,none,none,
franz,474,s7_final_price,Recommendation,confirm,18.26,dwell|price_hover,price_gap_shock,price_gap_transparency,1
franz,474,s8_confirm,Closing,confirm,3.48,dwell,none,none,
franz,475,s1_coverage_scope,Inputs,at_doctor,8.76,dwell,none,none,
franz,475,s2_for_whom,Inputs,myself,7.78,dwell,none,none,
franz,475,s3_personal_data,Inputs,submit,11.46,dwell,none,none,
franz,475,s4_initial_price,Product,abandon,22.72,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,476,s1_coverage_scope,Inputs,at_doctor,4.4,dwell,none,none,
franz,476,s2_for_whom,Inputs,myself,7.67,dwell,none,none,
franz,476,s3_personal_data,Inputs,submit,7.19,dwell,none,none,
franz,476,s4_initial_price,Product,select_optimal,26.4,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,476,s5_add_ons,Product,continue,4.19,dwell,none,none,
franz,476,s6_health_questions,Inputs,continue,7.32,dwell,none,none,
franz,476,s7_final_price,Recommendation,confirm,39.12,dwell|price_hover|cancel_hover|inactivity,cancel_intent,price_gap_transparency,1
franz,476,s8_confirm,Closing,confirm,10.34,dwell,none,none,
franz,477,s1_coverage_scope,Inputs,at_doctor,7.49,dwell,none,none,
franz,477,s2_for_whom,Inputs,myself,8.58,dwell,none,none,
franz,477,s3_personal_data,Inputs,submit,8.36,dwell,none,none,
franz,477,s4_initial_price,Product,select_optimal,16.16,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,477,s5_add_ons,Product,abandon,20.19,dwell,none,none,
franz,478,s1_coverage_scope,Inputs,at_doctor,8.74,dwell,none,none,
franz,478,s2_for_whom,Inputs,myself,8.4,dwell,none,none,
franz,478,s3_personal_data,Inputs,submit,2.32,dwell,none,none,
franz,478,s4_initial_price,Product,abandon,24.43,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,0
franz,479,s1_coverage_scope,Inputs,at_doctor,9.16,dwell,none,none,
franz,479,s2_for_whom,Inputs,myself,7.33,dwell,none,none,
franz,479,s3_personal_data,Inputs,submit,8.3,dwell,none,none,
franz,479,s4_initial_price,Product,abandon,20.39,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,480,s1_coverage_scope,Inputs,at_doctor,6.92,dwell,none,none,
franz,480,s2_for_whom,Inputs,myself,9.64,dwell,none,none,
franz,480,s3_personal_data,Inputs,submit,8.53,dwell,none,none,
franz,480,s4_initial_price,Product,abandon,13.79,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,0
franz,481,s1_coverage_scope,Inputs,at_doctor,8.84,dwell,none,none,
franz,481,s2_for_whom,Inputs,myself,8.52,dwell,none,none,
franz,481,s3_personal_data,Inputs,submit,10.53,dwell,none,none,
franz,481,s4_initial_price,Product,select_optimal,23.73,dwell|price_hover,none,none,
franz,481,s5_add_ons,Product,abandon,4.8,dwell,none,none,
franz,482,s1_coverage_scope,Inputs,at_doctor,7.4,dwell,none,none,
franz,482,s2_for_whom,Inputs,myself,4.13,dwell,none,none,
franz,482,s3_personal_data,Inputs,submit,8.21,dwell,none,none,
franz,482,s4_initial_price,Product,select_optimal,17.45,dwell|price_hover,none,none,
franz,482,s5_add_ons,Product,continue,10.12,dwell,none,none,
franz,482,s6_health_questions,Inputs,continue,3.91,dwell,none,none,
franz,482,s7_final_price,Recommendation,confirm,14.45,dwell|price_hover,none,none,
franz,482,s8_confirm,Closing,confirm,4.44,dwell,none,none,
franz,483,s1_coverage_scope,Inputs,at_doctor,10.6,dwell,none,none,
franz,483,s2_for_whom,Inputs,myself,9.29,dwell,none,none,
franz,483,s3_personal_data,Inputs,submit,13.61,dwell,none,none,
franz,483,s4_initial_price,Product,abandon,20.52,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,484,s1_coverage_scope,Inputs,at_doctor,7.55,dwell,none,none,
franz,484,s2_for_whom,Inputs,myself,9.75,dwell,none,none,
franz,484,s3_personal_data,Inputs,submit,8.98,dwell,none,none,
franz,484,s4_initial_price,Product,abandon,31.33,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,485,s1_coverage_scope,Inputs,at_doctor,10.13,dwell,none,none,
franz,485,s2_for_whom,Inputs,myself,12.71,dwell,none,none,
franz,485,s3_personal_data,Inputs,submit,10.95,dwell,none,none,
franz,485,s4_initial_price,Product,select_optimal,8.25,dwell|price_hover,none,none,
franz,485,s5_add_ons,Product,abandon,8.71,dwell,none,none,
franz,486,s1_coverage_scope,Inputs,at_doctor,8.96,dwell,none,none,
franz,486,s2_for_whom,Inputs,myself,4.68,dwell,none,none,
franz,486,s3_personal_data,Inputs,submit,6.22,dwell,none,none,
franz,486,s4_initial_price,Product,select_optimal,12.45,dwell|price_hover,none,none,
franz,486,s5_add_ons,Product,continue,14.54,dwell,none,none,
franz,486,s6_health_questions,Inputs,continue,7.16,dwell,none,none,
franz,486,s7_final_price,Recommendation,abandon,26.2,dwell|price_hover|cancel_hover|inactivity,cancel_intent|price_gap_shock,price_gap_transparency,1
franz,487,s1_coverage_scope,Inputs,at_doctor,6.35,dwell,none,none,
franz,487,s2_for_whom,Inputs,myself,3.72,dwell,none,none,
franz,487,s3_personal_data,Inputs,submit,5.35,dwell,none,none,
franz,487,s4_initial_price,Product,select_optimal,16.96,dwell|price_hover,none,none,
franz,487,s5_add_ons,Product,continue,6.59,dwell,none,none,
franz,487,s6_health_questions,Inputs,continue,8.02,dwell,none,none,
franz,487,s7_final_price,Recommendation,abandon,23.33,dwell|price_hover|cancel_hover|inactivity,cancel_intent|price_gap_shock,price_gap_transparency,0
franz,488,s1_coverage_scope,Inputs,at_doctor,7.3,dwell,none,none,
franz,488,s2_for_whom,Inputs,myself,7.76,dwell,none,none,
franz,488,s3_personal_data,Inputs,submit,5.13,dwell,none,none,
franz,488,s4_initial_price,Product,select_optimal,21.77,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,488,s5_add_ons,Product,abandon,14.98,dwell,none,none,
franz,489,s1_coverage_scope,Inputs,at_doctor,10.06,dwell,none,none,
franz,489,s2_for_whom,Inputs,myself,10.85,dwell,none,none,
franz,489,s3_personal_data,Inputs,submit,8.46,dwell,none,none,
franz,489,s4_initial_price,Product,abandon,22.43,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,0
franz,490,s1_coverage_scope,Inputs,at_doctor,7.21,dwell,none,none,
franz,490,s2_for_whom,Inputs,myself,3.86,dwell,none,none,
franz,490,s3_personal_data,Inputs,submit,5.8,dwell,none,none,
franz,490,s4_initial_price,Product,select_optimal,9.21,dwell|price_hover,none,none,
franz,490,s5_add_ons,Product,continue,19.06,dwell,none,none,
franz,490,s6_health_questions,Inputs,continue,10.28,dwell,none,none,
franz,490,s7_final_price,Recommendation,abandon,31.12,dwell|price_hover|cancel_hover|inactivity,cancel_intent|price_gap_shock,price_gap_transparency,1
franz,491,s1_coverage_scope,Inputs,at_doctor,6.71,dwell,none,none,
franz,491,s2_for_whom,Inputs,myself,8.54,dwell,none,none,
franz,491,s3_personal_data,Inputs,submit,2.0,dwell,none,none,
franz,491,s4_initial_price,Product,select_optimal,16.4,dwell|price_hover,none,none,
franz,491,s5_add_ons,Product,abandon,18.78,dwell,none,none,
franz,492,s1_coverage_scope,Inputs,at_doctor,9.15,dwell,none,none,
franz,492,s2_for_whom,Inputs,myself,2.0,dwell,none,none,
franz,492,s3_personal_data,Inputs,submit,4.93,dwell,none,none,
franz,492,s4_initial_price,Product,abandon,24.61,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,493,s1_coverage_scope,Inputs,at_doctor,10.19,dwell,none,none,
franz,493,s2_for_whom,Inputs,myself,6.52,dwell,none,none,
franz,493,s3_personal_data,Inputs,submit,12.23,dwell,none,none,
franz,493,s4_initial_price,Product,abandon,25.99,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,494,s1_coverage_scope,Inputs,at_doctor,8.6,dwell,none,none,
franz,494,s2_for_whom,Inputs,myself,3.99,dwell,none,none,
franz,494,s3_personal_data,Inputs,submit,6.34,dwell,none,none,
franz,494,s4_initial_price,Product,abandon,20.83,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,495,s1_coverage_scope,Inputs,at_doctor,9.46,dwell,none,none,
franz,495,s2_for_whom,Inputs,myself,9.72,dwell,none,none,
franz,495,s3_personal_data,Inputs,submit,6.93,dwell,none,none,
franz,495,s4_initial_price,Product,select_optimal,3.83,dwell|price_hover,none,none,
franz,495,s5_add_ons,Product,continue,18.97,dwell,none,none,
franz,495,s6_health_questions,Inputs,continue,10.03,dwell,none,none,
franz,495,s7_final_price,Recommendation,abandon,24.88,dwell|price_hover|cancel_hover|inactivity,cancel_intent,price_gap_transparency,1
franz,496,s1_coverage_scope,Inputs,at_doctor,7.91,dwell,none,none,
franz,496,s2_for_whom,Inputs,myself,7.35,dwell,none,none,
franz,496,s3_personal_data,Inputs,submit,3.2,dwell,none,none,
franz,496,s4_initial_price,Product,select_optimal,23.59,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,496,s5_add_ons,Product,continue,12.09,dwell,none,none,
franz,496,s6_health_questions,Inputs,continue,5.91,dwell,none,none,
franz,496,s7_final_price,Recommendation,confirm,15.15,dwell|price_hover,none,none,
franz,496,s8_confirm,Closing,confirm,9.05,dwell,none,none,
franz,497,s1_coverage_scope,Inputs,at_doctor,8.1,dwell,none,none,
franz,497,s2_for_whom,Inputs,myself,6.77,dwell,none,none,
franz,497,s3_personal_data,Inputs,submit,8.52,dwell,none,none,
franz,497,s4_initial_price,Product,select_optimal,26.72,dwell|price_hover|tariff_click_oos|back_nav,oos_tariff|back_nav|long_dwell|price_fixation,tariff_route_explainer,1
franz,497,s5_add_ons,Product,continue,18.08,dwell,none,none,
franz,497,s6_health_questions,Inputs,continue,4.71,dwell,none,none,
franz,497,s7_final_price,Recommendation,abandon,26.44,dwell|price_hover|cancel_hover|inactivity,cancel_intent|price_gap_shock,price_gap_transparency,1
franz,498,s1_coverage_scope,Inputs,at_doctor,5.76,dwell,none,none,
franz,498,s2_for_whom,Inputs,myself,10.41,dwell,none,none,
franz,498,s3_personal_data,Inputs,submit,6.13,dwell,none,none,
franz,498,s4_initial_price,Product,abandon,31.29,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
franz,499,s1_coverage_scope,Inputs,at_doctor,5.33,dwell,none,none,
franz,499,s2_for_whom,Inputs,myself,6.29,dwell,none,none,
franz,499,s3_personal_data,Inputs,submit,8.55,dwell,none,none,
franz,499,s4_initial_price,Product,abandon,21.81,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
judith,500,s1_coverage_scope,Inputs,at_doctor,19.76,dwell,none,none,
judith,500,s2_for_whom,Inputs,myself,6.6,dwell,none,none,
judith,500,s3_personal_data,Inputs,submit,22.96,dwell,none,none,
judith,500,s4_initial_price,Product,abandon,59.32,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,501,s1_coverage_scope,Inputs,at_doctor,20.32,dwell,none,none,
judith,501,s2_for_whom,Inputs,myself,16.28,dwell,none,none,
judith,501,s3_personal_data,Inputs,submit,2.85,dwell,none,none,
judith,501,s4_initial_price,Product,abandon,66.44,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,502,s1_coverage_scope,Inputs,at_doctor,8.69,dwell,none,none,
judith,502,s2_for_whom,Inputs,myself,5.36,dwell,none,none,
judith,502,s3_personal_data,Inputs,submit,13.45,dwell,none,none,
judith,502,s4_initial_price,Product,select_optimal,9.52,dwell|price_hover,none,none,
judith,502,s5_add_ons,Product,continue,57.04,dwell,long_dwell,simplified_explanation,0
judith,502,s6_health_questions,Inputs,continue,7.25,dwell,none,none,
judith,502,s7_final_price,Recommendation,abandon,57.8,dwell|price_hover|cancel_hover|inactivity,long_dwell|price_fixation|cancel_intent|price_gap_shock,price_gap_transparency,1
judith,503,s1_coverage_scope,Inputs,at_doctor,16.59,dwell,none,none,
judith,503,s2_for_whom,Inputs,myself,10.39,dwell,none,none,
judith,503,s3_personal_data,Inputs,submit,16.59,dwell,none,none,
judith,503,s4_initial_price,Product,select_optimal,16.0,dwell|price_hover,none,none,
judith,503,s5_add_ons,Product,continue,72.25,dwell,long_dwell,simplified_explanation,1
judith,503,s6_health_questions,Inputs,continue,15.47,dwell,none,none,
judith,503,s7_final_price,Recommendation,confirm,41.64,dwell|price_hover,long_dwell|price_fixation,none,
judith,503,s8_confirm,Closing,confirm,7.79,dwell,none,none,
judith,504,s1_coverage_scope,Inputs,at_doctor,13.62,dwell,none,none,
judith,504,s2_for_whom,Inputs,myself,18.95,dwell,none,none,
judith,504,s3_personal_data,Inputs,submit,13.39,dwell,none,none,
judith,504,s4_initial_price,Product,abandon,60.29,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,505,s1_coverage_scope,Inputs,at_doctor,13.27,dwell,none,none,
judith,505,s2_for_whom,Inputs,myself,15.19,dwell,none,none,
judith,505,s3_personal_data,Inputs,submit,15.93,dwell,none,none,
judith,505,s4_initial_price,Product,abandon,79.35,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,506,s1_coverage_scope,Inputs,at_doctor,16.21,dwell,none,none,
judith,506,s2_for_whom,Inputs,myself,16.56,dwell,none,none,
judith,506,s3_personal_data,Inputs,submit,10.72,dwell,none,none,
judith,506,s4_initial_price,Product,abandon,80.77,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,507,s1_coverage_scope,Inputs,at_doctor,18.62,dwell,none,none,
judith,507,s2_for_whom,Inputs,myself,12.69,dwell,none,none,
judith,507,s3_personal_data,Inputs,submit,7.43,dwell,none,none,
judith,507,s4_initial_price,Product,select_optimal,20.04,dwell|price_hover,none,none,
judith,507,s5_add_ons,Product,abandon,43.85,dwell,long_dwell,simplified_explanation,1
judith,508,s1_coverage_scope,Inputs,at_doctor,12.01,dwell,none,none,
judith,508,s2_for_whom,Inputs,myself,20.6,dwell,none,none,
judith,508,s3_personal_data,Inputs,submit,13.22,dwell,none,none,
judith,508,s4_initial_price,Product,abandon,41.75,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,509,s1_coverage_scope,Inputs,at_doctor,10.64,dwell,none,none,
judith,509,s2_for_whom,Inputs,myself,10.26,dwell,none,none,
judith,509,s3_personal_data,Inputs,submit,22.31,dwell,none,none,
judith,509,s4_initial_price,Product,abandon,68.9,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,510,s1_coverage_scope,Inputs,at_doctor,10.86,dwell,none,none,
judith,510,s2_for_whom,Inputs,myself,14.48,dwell,none,none,
judith,510,s3_personal_data,Inputs,submit,20.83,dwell,none,none,
judith,510,s4_initial_price,Product,abandon,51.44,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,511,s1_coverage_scope,Inputs,at_doctor,10.72,dwell,none,none,
judith,511,s2_for_whom,Inputs,myself,13.03,dwell,none,none,
judith,511,s3_personal_data,Inputs,submit,4.32,dwell,none,none,
judith,511,s4_initial_price,Product,select_optimal,30.64,dwell|price_hover|cancel_hover,cancel_intent,price_reframe,1
judith,511,s5_add_ons,Product,continue,29.85,dwell,long_dwell,simplified_explanation,1
judith,511,s6_health_questions,Inputs,continue,29.99,dwell,long_dwell,trust_signal,1
judith,511,s7_final_price,Recommendation,confirm,49.36,dwell|price_hover,long_dwell|price_fixation,none,
judith,511,s8_confirm,Closing,confirm,15.85,dwell,none,none,
judith,512,s1_coverage_scope,Inputs,at_doctor,11.4,dwell,none,none,
judith,512,s2_for_whom,Inputs,myself,13.54,dwell,none,none,
judith,512,s3_personal_data,Inputs,submit,16.89,dwell,none,none,
judith,512,s4_initial_price,Product,abandon,67.88,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,0
judith,513,s1_coverage_scope,Inputs,at_doctor,15.51,dwell,none,none,
judith,513,s2_for_whom,Inputs,myself,2.0,dwell,none,none,
judith,513,s3_personal_data,Inputs,submit,12.48,dwell,none,none,
judith,513,s4_initial_price,Product,select_optimal,63.28,dwell|price_hover,long_dwell|price_fixation,price_reframe,1
judith,513,s5_add_ons,Product,continue,50.57,dwell,long_dwell,simplified_explanation,1
judith,513,s6_health_questions,Inputs,continue,6.96,dwell,none,none,
judith,513,s7_final_price,Recommendation,confirm,78.56,dwell|price_hover|cancel_hover|inactivity,long_dwell|price_fixation|cancel_intent,price_gap_transparency,1
judith,513,s8_confirm,Closing,confirm,7.76,dwell,none,none,
judith,514,s1_coverage_scope,Inputs,at_doctor,11.72,dwell,none,none,
judith,514,s2_for_whom,Inputs,myself,17.17,dwell,none,none,
judith,514,s3_personal_data,Inputs,submit,12.67,dwell,none,none,
judith,514,s4_initial_price,Product,select_optimal,38.25,dwell|price_hover,long_dwell|price_fixation,price_reframe,1
judith,514,s5_add_ons,Product,continue,50.61,dwell,long_dwell,simplified_explanation,0
judith,514,s6_health_questions,Inputs,continue,23.44,dwell,none,none,
judith,514,s7_final_price,Recommendation,confirm,45.79,dwell|price_hover|cancel_hover|inactivity,long_dwell|price_fixation|cancel_intent,price_gap_transparency,1
judith,514,s8_confirm,Closing,confirm,18.37,dwell,none,none,
judith,515,s1_coverage_scope,Inputs,at_doctor,15.5,dwell,none,none,
judith,515,s2_for_whom,Inputs,myself,9.62,dwell,none,none,
judith,515,s3_personal_data,Inputs,submit,20.14,dwell,none,none,
judith,515,s4_initial_price,Product,abandon,40.32,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,516,s1_coverage_scope,Inputs,at_doctor,2.0,dwell,none,none,
judith,516,s2_for_whom,Inputs,myself,26.42,dwell,long_dwell,none,
judith,516,s3_personal_data,Inputs,submit,16.41,dwell,none,none,
judith,516,s4_initial_price,Product,select_optimal,27.73,dwell|price_hover,long_dwell|price_fixation,price_reframe,0
judith,516,s5_add_ons,Product,continue,26.05,dwell,long_dwell,simplified_explanation,1
judith,516,s6_health_questions,Inputs,continue,20.84,dwell,none,none,
judith,516,s7_final_price,Recommendation,abandon,49.31,dwell|price_hover|cancel_hover|inactivity,long_dwell|price_fixation|cancel_intent,price_gap_transparency,1
judith,517,s1_coverage_scope,Inputs,at_doctor,9.88,dwell,none,none,
judith,517,s2_for_whom,Inputs,myself,15.79,dwell,none,none,
judith,517,s3_personal_data,Inputs,submit,25.35,dwell,long_dwell,trust_signal,1
judith,517,s4_initial_price,Product,select_optimal,74.53,dwell|price_hover|tariff_click_oos|back_nav,oos_tariff|back_nav|long_dwell|price_fixation,tariff_route_explainer,1
judith,517,s5_add_ons,Product,continue,24.96,dwell,none,none,
judith,517,s6_health_questions,Inputs,continue,14.1,dwell,none,none,
judith,517,s7_final_price,Recommendation,abandon,55.1,dwell|price_hover|cancel_hover|inactivity,long_dwell|price_fixation|cancel_intent|price_gap_shock,price_gap_transparency,1
judith,518,s1_coverage_scope,Inputs,at_doctor,14.15,dwell,none,none,
judith,518,s2_for_whom,Inputs,myself,14.72,dwell,none,none,
judith,518,s3_personal_data,Inputs,submit,24.43,dwell,none,none,
judith,518,s4_initial_price,Product,abandon,52.31,dwell|price_hover|cancel_hover,long_dwell|price_fixation|cancel_intent,price_reframe,1
judith,519,s1_coverage_scope,Inputs,at_doctor,23.5,dwell,none,none,
judith,519,s2_for_whom,Inputs,myself,12.08,dwell,none,none,
judith,519,s3_personal_data,Inputs,submit,17.02,dwell,none,none,
judith,519,s4_initial_price,Product,select_optimal,66.26,dwell|price_hover,long_dwell|price_fixation,price_reframe,1
judith,519,s5_add_ons,Product,continue,18.99,dwell,none,none,
judith,519,s6_health_questions,Inputs,continue,13.28,dwell,none,none,
judith,519,s7_final_price,Recommendation,confirm,38.5,dwell|price_hover,long_dwell|price_fixation|price_gap_shock,price_gap_transparency,1
judith,519,s8_confirm,Closing,confirm,7.98,dwell,none,none,
judith,520,s1_coverage_scope,Inputs,at_doctor,5.94,dwell,none,none,
